"BroodRef","SocialMumID","SocialDadID","BroodName","NestboxRef","SocialDadCertain","SocialdadIsGenetic","SocialMumCertain","SocialMumIsGenetic","Notes","BreedingYear","HatchingDate","HatchingDayAfter0401","LayDate","NbHatched","Nb3","NbRinged","LastLiveRecordSocialDad","LastLiveRecordSocialDadSource","LastLiveRecordSocialMum","LastLiveRecordSocialMumSource","CohortDad","CohortMum","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MnextLayDate","MnextFsame","MwillDivorce","MwillDivorceforEx","FBroodNb","FPriorResidence","FnextNBsame","FnextLayDate","FnextMsame","FwillDivorce","FwillDivorceforEx","PairID","PairIDYear","PairBroodNb","AvgMass","MinMass","MaxMass","CVMass","nMass","AvgTarsus","nTarsus","nDiff","AvgClassAge"
61,346,1956,"E047",89,1,0,1,0,NA,2005,2005-05-16,44,2005-05-01,4,3,3,"25-Jul-06","SP","27-May-05","SP",2004,2002,1,3,2,1,FALSE,FALSE,2006-07-25,NA,FALSE,NA,6,TRUE,NA,NA,NA,NA,NA,"1956346","19563462005",1,26.5333334604899,24.1000003814697,28,0.0799787634315174,3,18.3666667938232,3,0,12
62,45,166,"E048",17,1,0,1,0,NA,2005,2005-05-16,44,2005-05-01,5,3,3,"22-May-07","EP","11-Aug-06","SP",2001,2001,4,4,4,8,TRUE,TRUE,2005-06-12,TRUE,FALSE,NA,9,TRUE,TRUE,2005-06-12,TRUE,FALSE,NA,"16645","166452005",8,20.6666666666667,18.5,23.2999992370605,0.117763991572051,3,16.5333334604899,3,0,12
63,592,418,"E049",129,1,0,1,0,NA,2005,2005-05-16,44,2005-05-03,4,1,1,"06-Feb-07","C","23-Jul-07","SP",2002,2002,3,3,3,5,TRUE,TRUE,2005-06-29,TRUE,FALSE,NA,5,TRUE,TRUE,2005-06-29,TRUE,FALSE,NA,"418592","4185922005",5,16.5,16.5,16.5,NA,1,15,1,0,12
64,1589,393,"E050",138,1,0,1,0,NA,2005,2005-05-18,46,2005-05-02,3,0,0,"20-Nov-05","C","20-Nov-05","C",2002,2004,3,1,2,4,FALSE,TRUE,2005-05-28,TRUE,FALSE,NA,1,FALSE,TRUE,2005-05-28,TRUE,FALSE,NA,"3931589","39315892005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,338,466,"E051",122,1,0,1,0,NA,2005,2005-05-18,46,2005-05-02,4,0,0,"10-Jul-06","SP","07-May-07","SP",2002,2002,3,3,3,4,FALSE,FALSE,2005-05-26,TRUE,FALSE,NA,5,FALSE,FALSE,2005-05-26,TRUE,FALSE,NA,"466338","4663382005",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,4391,4265,"E052",143,1,0,1,0,NA,2005,2005-05-18,46,2005-05-03,5,2,2,"30-Aug-05","SP","16-Nov-05","C",2000,2003,5,2,3.5,14,TRUE,TRUE,2005-06-07,TRUE,FALSE,NA,1,FALSE,TRUE,2005-06-07,TRUE,FALSE,NA,"42654391","426543912005",1,13.5,12.5,14.5,0.104756560175785,2,15.5,2,0,11
67,892,4435,"E053",123,1,0,1,0,NA,2005,2005-05-19,47,2005-05-04,4,0,0,"17-Aug-06","C","17-Aug-06","C",1997,2003,8,2,5,13,TRUE,TRUE,2005-05-31,TRUE,FALSE,NA,5,TRUE,TRUE,2005-05-31,TRUE,FALSE,NA,"4435892","44358922005",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,556,23,"E054",130,1,0,1,0,NA,2005,2005-05-19,47,2005-05-04,5,3,3,"14-May-07","EP","30-Aug-05","S",2001,2003,4,2,3,5,FALSE,TRUE,2005-06-13,TRUE,FALSE,NA,5,FALSE,TRUE,2005-06-13,TRUE,FALSE,NA,"23556","235562005",5,18.0333334604899,16.1000003814697,20,0.108144992759239,3,15.7999998728434,3,0,12
69,1054,823,"E055",137,1,0,1,0,NA,2005,2005-05-19,47,2005-05-06,4,0,0,"16-Aug-06","SP","28-Jun-06","SP",2003,2003,2,2,2,2,FALSE,FALSE,2005-05-10,FALSE,TRUE,FALSE,2,FALSE,FALSE,2006-05-01,NA,NA,NA,"8231054","82310542005",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1446,4423,"E056",12,1,0,1,0,NA,2005,2005-05-19,47,2005-05-05,4,2,3,"08-Jul-05","SP","09-Feb-07","C",2001,2004,4,1,2.5,6,FALSE,TRUE,2005-06-14,TRUE,FALSE,NA,1,FALSE,TRUE,2005-06-14,TRUE,FALSE,NA,"44231446","442314462005",1,15.3333336512248,6.19999980926514,21.2000007629395,0.522770757909217,3,15.1333335240682,3,0,12
71,605,1227,"E057",13,1,0,1,0,NA,2005,2005-05-19,47,2005-05-04,5,4,4,"06-Feb-07","C","30-Aug-05","S",2004,2002,1,3,2,1,FALSE,TRUE,2005-06-12,TRUE,FALSE,NA,6,TRUE,TRUE,2005-06-12,TRUE,FALSE,NA,"1227605","12276052005",1,16.6750001907349,9,21.2000007629395,0.323814953759811,4,15.3749997615814,4,0,12
72,1318,1210,"E058",18,1,0,1,0,NA,2005,2005-05-19,47,2005-05-04,3,3,3,"06-Feb-07","C","02-Aug-05","SP",2004,2004,1,1,1,1,FALSE,FALSE,2005-06-16,TRUE,FALSE,NA,1,FALSE,FALSE,2005-06-16,TRUE,FALSE,NA,"12101318","121013182005",1,23.2000007629395,18.2000007629395,28.2000007629395,0.215517271123509,3,17.8333333333333,3,0,12
73,419,765,"E059",99,1,0,1,0,NA,2005,2005-05-19,47,2005-05-02,2,2,2,"20-May-06","C","14-Nov-05","C",2003,2002,2,3,2.5,3,FALSE,FALSE,2005-05-05,FALSE,TRUE,TRUE,7,FALSE,NA,NA,NA,NA,NA,"765419","7654192005",1,21.1000003814697,17.6000003814697,24.6000003814697,0.234585240079325,2,16.8000001907349,2,0,13
74,784,1095,"E060",139,1,0,1,0,NA,2005,2005-05-20,48,2005-05-04,6,0,0,"06-Feb-07","C","11-May-07","SP",2003,2003,2,2,2,4,FALSE,TRUE,2005-05-31,TRUE,FALSE,NA,3,FALSE,TRUE,2005-05-31,TRUE,FALSE,NA,"1095784","10957842005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,963,505,"E061",6,1,0,1,0,NA,2005,2005-05-20,48,2005-05-05,4,0,0,"30-Jul-05","SP","13-Aug-06","C",2003,2003,2,2,2,1,FALSE,TRUE,2005-07-09,FALSE,TRUE,FALSE,3,FALSE,FALSE,2005-07-30,TRUE,FALSE,NA,"505963","5059632005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1069,1935,"E062",61,1,0,1,0,NA,2005,2005-05-20,48,2005-05-03,4,3,3,"16-Nov-05","C","17-Nov-05","C",2004,2003,1,2,1.5,2,TRUE,TRUE,2005-06-19,TRUE,FALSE,NA,4,TRUE,TRUE,2005-06-19,TRUE,FALSE,NA,"19351069","193510692005",2,17.0333334604899,14.6000003814697,21,0.203400117863757,3,16.0666669209798,3,0,12
77,832,1464,"E063",87,1,0,1,0,NA,2005,2005-05-20,48,2005-05-05,3,0,0,"12-Aug-06","SP","30-Aug-05","S",2004,2003,1,2,1.5,1,FALSE,TRUE,2005-05-29,TRUE,FALSE,NA,3,TRUE,TRUE,2005-05-29,TRUE,FALSE,NA,"1464832","14648322005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1047,1226,"E064",90,1,0,1,0,NA,2005,2005-05-20,48,2005-05-05,4,1,1,"08-Jun-06","EP","31-Jul-06","C",2004,2003,1,2,1.5,1,FALSE,FALSE,2005-06-15,FALSE,TRUE,FALSE,1,FALSE,TRUE,2005-06-21,TRUE,FALSE,NA,"12261047","122610472005",1,25.5,25.5,25.5,NA,1,19.1000003814697,1,0,12
79,512,765,"E065",100,1,0,1,0,NA,2005,2005-05-20,48,2005-05-05,3,0,0,"20-May-06","C","16-Nov-05","C",2003,2003,2,2,2,4,FALSE,TRUE,2005-06-01,TRUE,FALSE,NA,3,TRUE,TRUE,2005-06-01,TRUE,FALSE,NA,"765512","7655122005",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,542,251,"E066",124,1,0,1,0,NA,2005,2005-05-21,49,2005-05-06,5,0,0,"16-Nov-05","C","07-Jul-07","SP",2001,2003,4,2,3,3,TRUE,TRUE,2005-06-05,TRUE,FALSE,NA,2,FALSE,TRUE,2005-06-05,TRUE,FALSE,NA,"251542","2515422005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,927,1717,"E067",85,1,0,1,0,NA,2005,2005-05-21,49,2005-05-05,5,1,1,"17-Nov-05","C","19-Jul-09","SP",2004,2003,1,2,1.5,1,FALSE,FALSE,2005-05-08,FALSE,TRUE,FALSE,2,FALSE,FALSE,2005-06-16,TRUE,FALSE,NA,"1717927","17179272005",1,26.7000007629395,26.7000007629395,26.7000007629395,NA,1,18.5,1,0,12
82,1100,959,"E068",88,1,0,1,0,"Mum:FROM GENETICS,TB09206",2005,2005-05-21,49,2005-05-06,5,0,0,"09-Aug-06","SP","11-Aug-07","SP",2003,2002,2,3,2.5,2,FALSE,TRUE,2005-05-31,TRUE,FALSE,NA,4,TRUE,TRUE,2005-05-31,TRUE,FALSE,NA,"9591100","95911002005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1827,1353,"E069",92,1,0,1,0,NA,2005,2005-05-21,49,2005-05-05,5,2,3,"24-May-06","SP","11-Aug-06","SP",2004,2004,1,1,1,1,FALSE,TRUE,2005-06-15,TRUE,FALSE,NA,1,FALSE,TRUE,2005-06-15,TRUE,FALSE,NA,"13531827","135318272005",1,17.8333333333333,12,24.7000007629395,0.359593300796238,3,16.0666669209798,3,0,11.3333333333333
84,571,974,"E070",14,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005,2005-05-19,47,2005-05-05,3,0,0,"18-Nov-05","C","20-Jul-06","S",2003,2003,2,2,2,1,FALSE,FALSE,2005-08-07,TRUE,FALSE,NA,3,FALSE,FALSE,2005-08-07,TRUE,FALSE,NA,"974571","9745712005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1228,115,"E071",78,1,0,1,0,NA,2005,2005-05-22,50,2005-05-07,3,0,0,"18-Jul-06","EP","17-Nov-05","C",2001,2004,4,1,2.5,9,TRUE,FALSE,2005-05-07,FALSE,TRUE,FALSE,1,FALSE,TRUE,2005-05-31,TRUE,FALSE,NA,"1151228","11512282005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,857,1569,"E072",95,1,0,1,0,NA,2005,2005-05-22,50,2005-05-06,5,0,0,"20-Jul-07","EP","12-Aug-06","SP",2004,2003,1,2,1.5,1,FALSE,TRUE,2005-06-07,TRUE,FALSE,NA,4,TRUE,TRUE,2005-06-07,TRUE,FALSE,NA,"1569857","15698572005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1907,504,"E073",80,1,0,1,0,"abandoned
Dad:FROM GENETICS;VX04229",2005,NA,NA,2005-05-08,0,0,0,"17-Nov-05","C","16-Nov-05","C",2003,2004,2,1,1.5,3,FALSE,FALSE,2005-05-10,FALSE,TRUE,FALSE,1,FALSE,TRUE,2005-06-04,TRUE,FALSE,NA,"5041907","50419072005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1739,46,"E074",82,1,0,1,0,NA,2005,2005-05-23,51,2005-05-08,3,0,0,"01-Dec-07","C","10-Aug-05","SP",2001,2004,4,1,2.5,9,TRUE,FALSE,2005-06-02,TRUE,FALSE,NA,1,FALSE,FALSE,2005-06-02,TRUE,FALSE,NA,"461739","4617392005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,929,115,"E075",77,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005,2005-05-23,51,2005-05-07,6,0,0,"18-Jul-06","EP","23-Aug-07","SP",2001,2003,4,2,3,10,FALSE,FALSE,2005-05-31,FALSE,TRUE,TRUE,4,FALSE,FALSE,2005-06-02,FALSE,NA,NA,"115929","1159292005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2004,823,"E076",134,1,0,1,0,"Mum:FROM GENETICS",2005,2005-05-24,52,2005-05-10,3,0,0,"16-Aug-06","SP","08-Aug-08","SP",2003,2003,2,2,2,3,FALSE,TRUE,2005-06-02,TRUE,FALSE,NA,1,FALSE,TRUE,2005-06-02,TRUE,FALSE,NA,"8232004","82320042005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,256,1448,"E077",15,1,0,1,0,"Dad:FROM GENETICS",2005,2005-05-24,52,2005-05-10,3,2,2,"08-Jul-07","EP","05-Aug-06","SP",2004,2002,1,3,2,1,FALSE,FALSE,2005-05-12,FALSE,TRUE,FALSE,5,TRUE,FALSE,2005-06-16,FALSE,NA,NA,"1448256","14482562005",1,19.8500003814697,18.5,21.2000007629395,0.0961808046266446,2,15.8000001907349,2,0,12
92,860,114,"E078",97,1,0,1,0,"Dad:FROM GENETICS",2005,2005-05-24,52,2005-05-09,4,3,3,"14-Aug-06","SP","04-Dec-07","C",2001,2003,4,2,3,7,FALSE,TRUE,2005-06-18,TRUE,FALSE,NA,3,FALSE,TRUE,2005-06-18,TRUE,FALSE,NA,"114860","1148602005",3,22.3666661580404,19.2999992370605,24.3999996185303,0.120825741111595,3,17.8333333333333,3,0,12
93,1544,504,"E079",81,1,0,1,0,NA,2005,2005-05-24,52,2005-05-10,3,2,2,"17-Nov-05","C","20-Nov-05","C",2003,2004,2,1,1.5,4,FALSE,FALSE,2005-06-02,FALSE,TRUE,FALSE,1,FALSE,NA,NA,NA,NA,NA,"5041544","50415442005",1,17.25,13.6000003814697,20.8999996185303,0.299239415449808,2,16.7500004768372,2,0,12
94,122,1448,"E080",16,1,0,1,0,NA,2005,2005-05-25,53,2005-05-12,3,3,3,"08-Jul-07","EP","19-Nov-05","C",2004,2001,1,4,2.5,2,FALSE,TRUE,2005-06-21,TRUE,FALSE,NA,7,TRUE,TRUE,2005-06-21,TRUE,FALSE,NA,"1448122","14481222005",1,22.9333330790202,22.5,23.5,0.0223761866032388,3,17.8333333333333,3,0,12
95,206,2018,"E081",147,1,0,1,0,"Mum:FROM GENETICS",2005,2005-05-25,53,2005-05-10,4,3,3,"13-May-06","SP","09-Feb-07","C",2003,2001,2,4,3,3,FALSE,FALSE,2005-05-27,FALSE,TRUE,TRUE,12,TRUE,TRUE,2005-06-18,TRUE,FALSE,NA,"2018206","20182062005",2,17.5333334604899,13,21.5,0.244006062429437,3,17.5333334604899,3,0,12
96,1386,591,"E082",65,1,0,1,0,NA,2005,2005-05-25,53,2005-05-10,4,2,2,"17-Nov-05","C","16-Nov-05","C",2002,2004,3,1,2,4,FALSE,FALSE,2005-05-18,FALSE,TRUE,FALSE,1,FALSE,TRUE,2005-06-22,TRUE,FALSE,NA,"5911386","59113862005",1,13.75,13.5,14,0.025712973861329,2,14.5999999046326,2,0,12
97,569,1717,"E083",86,1,0,1,0,"Dad:FROM GENETICS",2005,NA,NA,2005-05-08,0,0,0,"17-Nov-05","C","26-Jun-05","SP",2004,2003,1,2,1.5,2,FALSE,TRUE,2005-05-30,TRUE,FALSE,NA,2,FALSE,TRUE,2005-05-30,TRUE,FALSE,NA,"1717569","17175692005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1048,591,"E084",57,1,0,1,0,"Dad:LOST EVERYTHING?, TA14518",2005,2005-06-02,61,2005-05-18,2,1,1,"17-Nov-05","C","15-Nov-05","C",2002,2003,3,2,2.5,5,FALSE,FALSE,2005-06-22,FALSE,TRUE,TRUE,4,FALSE,TRUE,2005-06-30,TRUE,FALSE,NA,"5911048","59110482005",1,18,18,18,NA,1,15.1000003814697,1,0,12
99,649,460,"E085",39,1,0,1,0,"ABANDONED",2005,NA,NA,2005-05-21,0,0,0,"19-Nov-05","C","17-Nov-05","C",2002,2002,3,3,3,6,FALSE,TRUE,2005-06-19,TRUE,FALSE,NA,8,FALSE,TRUE,2005-06-19,TRUE,FALSE,NA,"460649","4606492005",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,560,4230,"E086",44,1,0,1,0,NA,2005,2005-06-04,63,2005-05-21,3,2,2,"02-Jul-06","SP","16-Nov-05","C",2000,2003,5,2,3.5,14,FALSE,FALSE,2005-06-27,TRUE,FALSE,NA,3,FALSE,FALSE,2005-06-27,TRUE,FALSE,NA,"4230560","42305602005",2,20.8500003814697,20.5,21.2000007629395,0.0237398510216187,2,17,2,0,12
101,1507,1500,"E087",43,1,0,1,0,NA,2005,2005-06-04,63,2005-05-20,4,4,4,"15-Jun-05","SP","01-Jul-05","SP",2004,2004,1,1,1,2,TRUE,NA,NA,NA,NA,NA,2,TRUE,FALSE,2005-07-01,NA,NA,NA,"15001507","150015072005",2,19.4500005245209,12.8000001907349,24.6000003814697,0.302527491061939,4,17.3999998569489,4,0,12
102,416,4418,"E088",53,1,0,1,0,NA,2005,2005-06-05,64,2005-05-22,2,1,1,"17-Nov-05","C","15-Nov-05","C",1999,2002,6,3,4.5,12,FALSE,TRUE,2005-06-25,TRUE,FALSE,NA,8,FALSE,TRUE,2005-06-25,TRUE,FALSE,NA,"4418416","44184162005",7,25.2000007629395,25.2000007629395,25.2000007629395,NA,1,19,1,0,12
103,521,1038,"E089",33,1,0,1,0,NA,2005,2005-06-05,64,2005-05-21,3,0,0,"18-Nov-05","C","05-Jun-05","SP",2003,2003,2,2,2,5,TRUE,FALSE,2005-07-05,FALSE,FALSE,NA,5,TRUE,NA,NA,NA,NA,NA,"1038521","10385212005",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,913,818,"E090",67,1,0,1,0,NA,2005,2005-06-05,64,2005-05-22,3,0,0,"17-Nov-05","C","17-Nov-05","C",2003,2003,2,2,2,5,FALSE,FALSE,2005-06-11,TRUE,FALSE,NA,4,FALSE,FALSE,2005-06-11,TRUE,FALSE,NA,"818913","8189132005",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,604,4304,"E091",74,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005,2005-06-05,64,2005-05-21,5,2,2,"14-Aug-07","C","09-Jun-06","SP",2000,2002,5,3,4,11,TRUE,TRUE,2005-06-27,TRUE,FALSE,NA,7,TRUE,TRUE,2005-06-27,TRUE,FALSE,NA,"4304604","43046042005",5,19.75,18,21.5,0.125310062488755,2,17.4499998092651,2,0,12
106,471,661,"E092",41,1,0,1,0,NA,2005,2005-06-05,64,2005-05-20,4,3,2,"01-Dec-07","C","18-Nov-05","C",2002,2002,3,3,3,7,TRUE,TRUE,2005-07-04,TRUE,FALSE,NA,9,TRUE,TRUE,2005-07-04,TRUE,FALSE,NA,"661471","6614712005",7,26.7999992370605,26.2999992370605,27.2999992370605,0.0263846143463626,2,19.25,2,0,12
107,1718,1738,"E093",27,1,0,1,0,NA,2005,2005-06-05,64,2005-05-21,3,3,3,"17-Nov-05","C","13-Sep-05","C",2004,2004,1,1,1,2,FALSE,NA,NA,NA,NA,NA,2,FALSE,FALSE,2005-07-05,FALSE,NA,NA,"17381718","173817182005",2,22.1999994913737,21,24.2999992370605,0.0821996800972288,3,18.533332824707,3,0,12
108,2007,2012,"E094",23,1,0,1,0,"Dad:FROM GENETICS TC19624",2005,2005-06-05,64,2005-05-20,3,3,3,"13-Sep-05","C","13-Jun-06","SP",2003,2003,2,2,2,1,FALSE,TRUE,2005-07-03,TRUE,FALSE,NA,1,FALSE,TRUE,2005-07-03,TRUE,FALSE,NA,"20122007","201220072005",1,22.3666667938232,20.6000003814697,23.3999996185303,0.0687326654691411,3,18.6000003814697,3,0,12
109,1558,902,"E095",68,1,0,1,0,NA,2005,2005-06-06,65,2005-05-23,4,3,3,"15-Nov-05","C","26-Jul-05","SP",2003,2004,2,1,1.5,3,FALSE,TRUE,2005-07-01,TRUE,FALSE,NA,1,FALSE,TRUE,2005-07-01,TRUE,FALSE,NA,"9021558","90215582005",1,17.7000001271566,13.3999996185303,20.5,0.213571215380334,3,17.200000445048,3,0,12
110,NA,11,"E096",31,1,0,0,0,"ABANDONED
Mum:TA14561???",2005,NA,NA,2005-05-23,0,0,0,"17-Nov-05","C",NA,NA,2001,NA,4,NA,NA,9,TRUE,TRUE,2005-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11NA","11NA2005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,912,NA,"E097",115,0,0,1,0,"ABANDONED",2005,NA,NA,2005-05-31,0,0,0,NA,NA,"04-Jul-06","SP",NA,2003,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,2006-06-08,NA,NA,NA,"NA912","NA9122005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,4425,962,"E098",136,1,0,1,0,"Dad:FROM GENETICS",2005,2005-06-08,67,2005-05-26,3,0,1,"12-Feb-07","C","16-Jul-07","SP",2003,2003,2,2,2,2,FALSE,TRUE,2005-07-01,TRUE,FALSE,NA,1,FALSE,TRUE,2005-07-01,TRUE,FALSE,NA,"9624425","96244252005",1,19,19,19,NA,1,17.2000007629395,1,0,12
113,524,2018,"E099",146,1,0,1,0,"Dad:FROM GENETICS",2005,2005-06-10,69,2005-05-27,4,2,2,"13-May-06","SP","21-May-06","SP",2003,2003,2,2,2,4,FALSE,FALSE,2005-06-18,FALSE,TRUE,TRUE,3,TRUE,TRUE,2005-07-05,TRUE,FALSE,NA,"2018524","20185242005",2,16.6000003814697,15,18.2000007629395,0.136309676883993,2,16.5999999046326,2,0,12
114,338,466,"E100",121,1,0,1,0,NA,2005,2005-06-10,69,2005-05-26,5,3,3,"10-Jul-06","SP","07-May-07","SP",2002,2002,3,3,3,5,FALSE,TRUE,2005-07-07,TRUE,FALSE,NA,6,FALSE,TRUE,2005-07-07,TRUE,FALSE,NA,"466338","4663382005",3,26.4333330790202,24.3999996185303,28.8999996185303,0.0862955928374123,3,19.5333334604899,3,0,12
115,4424,537,"E101",108,1,0,1,0,NA,2005,2005-06-10,69,2005-05-25,4,2,2,"30-Aug-05","S","13-May-06","C",2003,2001,2,4,3,2,FALSE,FALSE,2005-07-05,TRUE,FALSE,NA,8,FALSE,FALSE,2005-07-05,TRUE,FALSE,NA,"5374424","53744242005",1,20.3999996185303,18.7999992370605,22,0.110918745904829,2,16.3500003814697,2,0,12
116,533,417,"E102",3,1,0,1,0,NA,2005,2005-06-11,70,2005-05-27,5,4,4,"07-Aug-07","SP","01-Aug-05","SP",2002,2003,3,2,2.5,7,TRUE,TRUE,2005-07-06,TRUE,FALSE,NA,4,TRUE,TRUE,2005-07-06,TRUE,FALSE,NA,"417533","4175332005",4,20.3249998092651,15.3999996185303,24.5,0.191287028167429,4,17.5500001907349,4,0,12.5
117,1589,393,"E103",138,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005,2005-06-12,71,2005-05-28,4,0,0,"20-Nov-05","C","20-Nov-05","C",2002,2004,3,1,2,5,TRUE,FALSE,2005-06-21,TRUE,FALSE,NA,2,TRUE,FALSE,2005-06-21,TRUE,FALSE,NA,"3931589","39315892005",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,832,1464,"E104",87,1,0,1,0,NA,2005,2005-06-13,72,2005-05-29,5,3,3,"12-Aug-06","SP","30-Aug-05","S",2004,2003,1,2,1.5,2,TRUE,TRUE,2005-07-12,TRUE,FALSE,NA,4,TRUE,TRUE,2005-07-12,TRUE,FALSE,NA,"1464832","14648322005",2,27.5333334604899,26.5,28.8999996185303,0.0448266527435995,3,19.9333337148031,3,0,12
119,586,285,"E105",59,1,0,1,0,"INFERTILE
Dad:FROM GENETICS; TC19528
Mum:FROM GENETICS",2005,NA,NA,2005-05-24,0,0,0,"05-Jun-06","SP","01-Dec-07","C",2002,2002,3,3,3,6,FALSE,FALSE,2005-06-24,TRUE,FALSE,NA,7,FALSE,FALSE,2005-06-24,TRUE,FALSE,NA,"285586","2855862005",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1514,1929,"E106",119,1,0,1,0,NA,2005,2005-06-14,73,2005-06-01,3,2,2,"19-Oct-05","C","22-May-06","C",2004,2004,1,1,1,1,FALSE,TRUE,2005-07-15,TRUE,FALSE,NA,1,FALSE,TRUE,2005-07-15,TRUE,FALSE,NA,"19291514","192915142005",1,27.1999998092651,26,28.3999996185303,0.0623919735858843,2,18.6499996185303,2,0,12
121,1940,1970,"E107",7,1,0,1,0,NA,2005,2005-06-14,73,2005-05-31,2,0,0,"16-Jul-05","SP","12-May-06","SP",2004,2004,1,1,1,1,FALSE,FALSE,2005-06-21,TRUE,FALSE,NA,1,FALSE,FALSE,2005-06-21,TRUE,FALSE,NA,"19701940","197019402005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1100,959,"E108",88,1,0,1,0,"Mum:FROM GENETICS",2005,2005-06-14,73,2005-05-31,4,3,3,"09-Aug-06","SP","11-Aug-07","SP",2003,2002,2,3,2.5,3,TRUE,FALSE,2005-07-09,TRUE,FALSE,NA,5,TRUE,FALSE,2005-07-09,TRUE,FALSE,NA,"9591100","95911002005",2,28.2333335876465,26.7999992370605,30.2000007629395,0.0623951456201979,3,19.0333334604899,3,0,12
123,1228,115,"E109",78,1,0,1,0,NA,2005,2005-06-14,73,2005-05-31,3,0,0,"18-Jul-06","EP","17-Nov-05","C",2001,2004,4,1,2.5,11,FALSE,FALSE,2005-06-23,TRUE,FALSE,NA,2,TRUE,FALSE,2005-06-23,TRUE,FALSE,NA,"1151228","11512282005",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,442,457,"E110",32,1,0,1,0,NA,2005,2005-06-14,73,2005-05-30,5,1,1,"29-Jun-06","SP","16-Nov-05","C",2002,2002,3,3,3,6,TRUE,TRUE,2005-06-23,TRUE,FALSE,NA,8,TRUE,TRUE,2005-06-23,TRUE,FALSE,NA,"457442","4574422005",5,28.2000007629395,28.2000007629395,28.2000007629395,NA,1,19.5,1,0,12
125,985,409,"E111",73,1,0,1,0,NA,2005,2005-06-14,73,2005-06-01,3,3,3,"30-Aug-05","S","07-Aug-05","SP",2002,2003,3,2,2.5,6,FALSE,NA,NA,NA,NA,NA,7,FALSE,FALSE,2005-07-14,FALSE,NA,NA,"409985","4099852005",6,24.3999996185303,23.7999992370605,25.3999996185303,0.0357283325133484,3,18.2999998728434,3,0,12
126,784,1095,"E112",139,1,0,1,0,NA,2005,2005-06-15,74,2005-05-31,5,0,0,"06-Feb-07","C","11-May-07","SP",2003,2003,2,2,2,5,TRUE,FALSE,2005-06-30,TRUE,FALSE,NA,4,TRUE,FALSE,2005-06-30,TRUE,FALSE,NA,"1095784","10957842005",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,569,1717,"E113",86,1,0,1,0,"Dad:FROM GENETICS",2005,2005-06-15,74,2005-05-30,3,0,1,"17-Nov-05","C","26-Jun-05","SP",2004,2003,1,2,1.5,3,TRUE,FALSE,2005-06-16,FALSE,TRUE,TRUE,3,TRUE,NA,NA,NA,NA,NA,"1717569","17175692005",2,18,18,18,NA,1,16.5,1,0,12
128,512,765,"E114",100,1,0,1,0,NA,2005,2005-06-15,74,2005-06-01,2,2,2,"20-May-06","C","16-Nov-05","C",2003,2003,2,2,2,5,TRUE,FALSE,2005-07-14,TRUE,FALSE,NA,4,TRUE,FALSE,2005-07-14,TRUE,FALSE,NA,"765512","7655122005",4,28.3500003814697,27.5,29.2000007629395,0.0424010444972399,2,19,2,0,12
129,2004,823,"E115",134,1,0,1,0,NA,2005,2005-06-16,75,2005-06-02,4,3,3,"16-Aug-06","SP","08-Aug-08","SP",2003,2003,2,2,2,4,TRUE,TRUE,2005-07-09,TRUE,FALSE,NA,2,TRUE,TRUE,2005-07-09,TRUE,FALSE,NA,"8232004","82320042005",2,22.033332824707,17.7999992370605,24.5,0.167148628883735,3,18.4333330790202,3,0,12
